sp1	sp2	true	method	dist	clade	portion
G001305655	G000495715	298.47651134	D2star	313.74496222280226	13	queries
G000416085	G000063445	216.5736827	D2star	232.25153381402015	13	queries
G000008665	G000011125	260.66087693	D2star	178.1501321065169	13	queries
G001717035	G000513855	246.39741023000005	D2star	224.2040240339024	13	queries
G000416085	G001516725	295.0085064	D2star	377.6601094839328	13	queries
G000691865	G000968435	277.46311268	D2star	275.7894024903319	13	queries
G001920395	G001560375	248.08925483	D2star	200.02384846036583	13	queries
G001940755	G000017225	251.4058103	D2star	148.81430489854813	13	queries
G000011185	G000970165	232.98782947	D2star	106.09398691953048	13	queries
G001315985	G001402935	298.28475357	D2star	229.92374172886213	13	queries
G001488575	G000245095	278.91149542999995	D2star	350.1858885068707	13	queries
G001920395	G000223395	245.39485634	D2star	291.2067898532708	13	queries
G000337475	G000025625	46.12952355	D2star	14.76278211160592	13	queries
G001305655	G001603205	237.59778271	D2star	222.55135439716213	13	queries
G001315985	G000337575	296.31356012	D2star	361.9597479349005	13	queries
G001629235	G000217995	256.26360372	D2star	159.357132501489	13	queries
G001512375	G001592435	234.6088344	D2star	163.40347513145775	13	queries
G000011185	G001510295	291.87855201	D2star	199.01430197383772	13	queries
G900100715	G000220175	255.7365924	D2star	110.75270827594515	13	queries
G001512375	G000230955	218.43910864	D2star	183.8347133171724	13	queries
G001717035	G001560275	235.94963552	D2star	229.3226568723712	13	queries
G000404225	G000979825	203.97239667	D2star	112.50890505393906	13	queries
G000245175	G001587695	256.37013254	D2star	132.89622263427333	13	queries
G001629235	G000710615	281.42601516	D2star	265.4423352999434	13	queries
G000337675	G000016605	306.85786034	D2star	322.8371549737525	13	queries
G001717035	G001266655	247.38265853	us	242.77765	13	queries
G000404225	G900025055	215.73587411	us	203.184	13	queries
G001560635	G000341715	264.0039773	us	264.15884	13	queries
G001629235	G001917505	291.11040925	us	290.16885	13	queries
G001920395	G001560485	248.69848979999995	us	231.53442	13	queries
G000970025	G000024745	273.51151284	us	273.0506	13	queries
G001305655	G000337815	90.62389884	us	66.74856	13	queries
G001918475	G000230735	271.39062827	us	261.12946	13	queries
G000969905	G000979575	35.50596169	us	32.335976	13	queries
G000970025	G000517625	224.09699648	us	229.05841	13	queries
G000245175	G900110215	291.54120034	us	293.25406	13	queries
G000970025	G000022485	273.33834046999993	us	272.82233	13	queries
G001563795	G001560135	302.30974428	us	335.07877	13	queries
G000008665	G001629185	253.49298627	us	254.19281	13	queries
G001512375	G001508175	239.56668934	us	236.74052	13	queries
G000969905	G001516725	262.37348443	us	259.279	13	queries
G000691865	G001729285	220.13958731	us	210.29779	13	queries
G000008665	G000430485	218.37199571	us	222.60883	13	queries
G000404225	G000025865	206.25219736	us	169.56819	13	queries
G001918475	G001560485	247.07337507	us	237.84258	13	queries
G001563795	G001560515	301.7051187	us	334.69797	13	queries
G000691865	G000008645	218.6549068	us	211.48326	13	queries
G001940755	G001577565	241.13742268	us	186.42603	13	queries
G000722915	G000800805	278.74190257000004	us	276.67584	13	queries
G001315985	G000739575	287.53226613999993	us	290.948	13	queries
G000969905	G000327505	210.00496559	us	203.18665	13	queries
G001282785	G000015825	229.00298953	us	233.44547	13	queries
G000691865	G900095815	212.78134377	us	207.42729	13	queries
G000724145	G001800795	264.25345506	us	271.387	13	queries
G000376445	G000015765	222.27346432	us	232.35106	13	queries
G000969905	G001871475	229.37217964	us	231.74834	13	queries
G000724145	G001593935	213.05803015	us	215.1297	13	queries
G001282785	G000025325	94.8390165	us	91.490204	13	queries
G900100715	G900100875	214.78973733	us	215.96667	13	queries
G001512375	G001462395	271.39618571999995	us	270.52734	13	queries
G001918745	G000337815	258.93295143	us	254.8804	13	queries
G000376445	G000970325	208.43753994	us	214.7432	13	queries
G000376445	G001560605	284.97420335	us	287.03482	13	queries
G000376445	G002011125	207.96969536	us	208.76509	13	queries
G000416085	G000375685	281.02320627999995	us	350.02603	13	queries
G000336915	G000015225	260.60076987	us	263.52786	13	queries
G001560635	G001748385	183.43760113	us	182.50406	13	queries
G000336655	G000960885	293.49236695	us	284.78763	13	queries
G001315985	G000166095	241.75504489	us	245.1353	13	queries
G000970125	G001316025	265.94743088	us	265.6866	13	queries
G000245175	G000023985	253.65552406	us	251.15286	13	queries
G001560635	G001560765	1.29916792	us	0.91244763	13	queries
G000337675	G001628475	282.00610809	us	285.8476	13	queries
G001512375	G000968435	278.8459577	us	281.45367	13	queries
G001875345	G001587655	240.58616534	us	179.42642	13	queries
G001875345	G000245115	280.86348579	us	208.11923	13	queries
G001512375	G000765475	177.16901511999998	us	178.54836	13	queries
G000691865	G001628485	266.59959469	us	255.53217	13	queries
G001920395	G000698785	98.6916387	us	84.31547	13	queries
G001316245	G000016605	203.21933035	us	198.98868	13	queries
G001316245	G000223905	291.49247525	us	283.03952	13	queries
G000336915	G900106905	217.36380096	us	218.09764	13	queries
G000416085	G001560485	301.10421258	us	377.60556	13	queries
G001316245	G000172995	282.62569553000003	us	272.61676	13	queries
G000336655	G900129775	89.71618622	us	81.42208	13	queries
G000979995	G000234805	263.64773103	us	260.98172	13	queries
G001512375	G000012285	274.63625007	us	275.8088	13	queries
G000979995	G000979575	2.38451358	us	1.462165	13	queries
G001742785	G000092305	185.77085045	us	164.67953	13	queries
G900100715	G000430905	180.1050451	us	179.51196	13	queries
G001940755	G001560525	270.31009641	us	208.36896	13	queries
G000337675	G000969945	227.33217047	us	229.44734	13	queries
G000008665	G000364745	263.4693999	us	264.6097	13	queries
G000336655	G001560195	301.71112848	us	294.42908	13	queries
G000337475	G000337755	98.8133584	us	89.68228	13	queries
G001305655	G000495715	298.47651134	us	277.89087	13	queries
G000416085	G000063445	216.5736827	us	287.2524	13	queries
G000008665	G000011125	260.66087693	us	261.63635	13	queries
G001717035	G000513855	246.39741023000005	us	243.5195	13	queries
G000416085	G001516725	295.0085064	us	367.6032	13	queries
G000691865	G000968435	277.46311268	us	271.84418	13	queries
G001920395	G001560375	248.08925483	us	230.9152	13	queries
G001940755	G000017225	251.4058103	us	241.35146	13	queries
G000011185	G000970165	232.98782947	us	163.39673	13	queries
G001315985	G001402935	298.28475357	us	304.82532	13	queries
G001488575	G000245095	278.91149542999995	us	311.39276	13	queries
G001920395	G000223395	245.39485634	us	223.89438	13	queries
G000337475	G000025625	46.12952355	us	40.371456	13	queries
G001305655	G001603205	237.59778271	us	216.86784	13	queries
G001315985	G000337575	296.31356012	us	299.94974	13	queries
G001629235	G000217995	256.26360372	us	250.74173	13	queries
G001512375	G001592435	234.6088344	us	233.82732	13	queries
G000011185	G001510295	291.87855201	us	198.26668	13	queries
G900100715	G000220175	255.7365924	us	252.28755	13	queries
G001512375	G000230955	218.43910864	us	217.16573	13	queries
G001717035	G001560275	235.94963552	us	236.26477	13	queries
G000404225	G000979825	203.97239667	us	176.32481	13	queries
G000245175	G001587695	256.37013254	us	254.65016	13	queries
G001629235	G000710615	281.42601516	us	281.70413	13	queries
G000337675	G000016605	306.85786034	us	309.26077	13	queries
G001772985	G001779345	219.01510412	D2star	172.38707983407684	12	backbone
G001792585	G001816425	154.29028684	D2star	99.30475581089524	12	backbone
G001004775	G001774395	258.57092764000004	D2star	400.834126854591	12	backbone
G001793755	G001782035	200.89073155	D2star	163.7898024899917	12	backbone
G000999505	G001779735	243.21683813	D2star	194.22193559791253	12	backbone
G001777025	G001793625	198.63852517	D2star	272.9367483168804	12	backbone
G001772935	G001430885	271.86713804	D2star	352.37798786939703	12	backbone
G000995715	G001000665	289.18445962	D2star	174.32877355558887	12	backbone
G001784095	G001782495	107.78603166	D2star	59.76821322501954	12	backbone
G001789775	G001789075	268.25879742	D2star	254.6089257176164	12	backbone
G001004735	G001002525	272.6703247	D2star	350.1461439220392	12	backbone
G001788215	G000992155	202.67062008	D2star	159.39970342067164	12	backbone
G001771185	G001772855	260.82215761	D2star	255.6160413566032	12	backbone
G000989305	G001773455	276.74162679	D2star	201.08146539372515	12	backbone
G001872335	G000991725	112.17011197	D2star	71.9411715950813	12	backbone
G001776815	G001567245	209.59950613	D2star	256.91225595250154	12	backbone
G000991135	G000994895	220.23451009	D2star	84.28285862908602	12	backbone
G001816995	G001773015	240.69250051999995	D2star	144.3034815252128	12	backbone
G000993445	G001790005	186.52535494	D2star	115.78991422225106	12	backbone
G001792575	G001789515	240.88063367	D2star	252.0501371317148	12	backbone
G000991135	G000993135	265.2520190999999	D2star	150.46917382443746	12	backbone
G000402875	G001871835	205.25563161	D2star	126.1985279400044	12	backbone
G001779735	G000999065	203.64513982	D2star	134.43206623284797	12	backbone
G001872005	G001772855	283.88678053	D2star	211.206236499238	12	backbone
G000989825	G001816795	216.42353925000003	D2star	153.02375733460215	12	backbone
G001001445	G001782415	209.55151414	D2star	228.13902522278644	12	backbone
G001792375	G001779835	202.95128184	D2star	124.85290370419747	12	backbone
G000992095	G001782115	129.13069066999998	D2star	62.1110711718315	12	backbone
G001790155	G001002185	295.13888453999994	D2star	272.23975701348974	12	backbone
G001793085	G000994545	204.0504016	D2star	140.41588900645186	12	backbone
G001816735	G001793105	205.58523347	D2star	94.48353135164984	12	backbone
G001789125	G001816955	257.99112709	D2star	219.56382452632	12	backbone
G001773615	G001793345	161.44138876	D2star	126.14491322435896	12	backbone
G001784115	G001001005	192.64802217	D2star	149.022627770945	12	backbone
G001789325	G001001715	248.48742257	D2star	143.450902419557	12	backbone
G001803475	G001773175	259.35630046999995	D2star	214.89093411369365	12	backbone
G001772255	G000994895	276.12296117	D2star	271.54066317223067	12	backbone
G001773275	G001001365	291.23691770000005	D2star	187.2204844959797	12	backbone
G001779265	G000997385	205.84997724	D2star	201.1750283288711	12	backbone
G001773225	G001790115	266.57725802	D2star	185.9169110175417	12	backbone
G001774995	G001773375	243.80763592	D2star	133.9158931861439	12	backbone
G000997105	G001787585	259.98390744999995	D2star	401.6488602786147	12	backbone
G000994565	G001782205	197.8960195	D2star	98.69922490478211	12	backbone
G001789965	G001773715	216.52090487	D2star	216.6949116048223	12	backbone
G001782475	G001002355	210.26483497	D2star	194.77700559518289	12	backbone
G001430805	G001775325	259.5888326	D2star	424.03773477078647	12	backbone
G000992365	G000997955	220.81387065	D2star	113.8734509551604	12	backbone
G001789285	G001792265	217.7435641	D2star	70.73053029042876	12	backbone
G001789955	G001776255	244.06059374000003	D2star	203.63184382815297	12	backbone
G001793085	G000993085	122.32567694	D2star	70.51806883882206	12	backbone
G000991185	G001779055	277.8139790099999	D2star	185.33555929691576	12	backbone
G001776735	G001001715	232.93289497	D2star	144.660912962849	12	backbone
G001777015	G001772625	217.06412422	D2star	198.7571097801556	12	backbone
G000993565	G001817035	264.38856265	D2star	333.1155871876078	12	backbone
G001776755	G001792265	207.97035142	D2star	217.05549684926115	12	backbone
G001774275	G001789085	251.16060994	D2star	475.3154795754381	12	backbone
G000989705	G001788885	263.24311718	D2star	450.9670397898725	12	backbone
G001776855	G001793095	210.99701245	D2star	193.08341134214777	12	backbone
G000995715	G001788275	281.41551334	D2star	233.7349297596616	12	backbone
G001793165	G000994565	127.43296205	D2star	66.2115456497728	12	backbone
G001000465	G000997865	272.49176746	D2star	264.98495009840883	12	backbone
G001772805	G001567245	244.09012197	D2star	390.5979212420504	12	backbone
G001775155	G001774295	193.82990949	D2star	128.2306307898597	12	backbone
G001782125	G001782645	131.11535417	D2star	80.34343855186785	12	backbone
G001788565	G000998545	282.0651275	D2star	238.53502371332908	12	backbone
G001773015	G001817145	277.24706688	D2star	227.99710391666616	12	backbone
G001873595	G001002785	232.65316134	D2star	200.89644206130168	12	backbone
G001789645	G001790125	173.44291481	D2star	138.5025795461639	12	backbone
G001784115	G001873435	220.61868404	D2star	194.0285021140153	12	backbone
G000402875	G001789445	139.41189047	D2star	174.8869973596619	12	backbone
G000993405	G000992695	261.40188094	D2star	150.04340990607668	12	backbone
G001790435	G000995395	207.31206629	D2star	393.27550321751926	12	backbone
G001430905	G001779735	260.8830855	D2star	395.39801519571785	12	backbone
G001789435	G001779115	192.03674083	D2star	256.12800932757034	12	backbone
G000995585	G000997795	259.67174257	D2star	203.4079235451632	12	backbone
G001788375	G001788885	270.06696367	D2star	158.71637861342597	12	backbone
G001772255	G001787795	246.06686152	D2star	424.0997596379057	12	backbone
G000993135	G000999595	263.0434540399999	D2star	156.71371129372895	12	backbone
G001000465	G001816405	200.96585189	D2star	203.45417937826903	12	backbone
G001002325	G001779255	214.43809452	D2star	79.572227661721	12	backbone
G001793355	G001000385	2.05999763	D2star	19.16000708759575	12	backbone
G001002035	G001776815	182.24038614	D2star	119.2002306448742	12	backbone
G001773615	G000997355	231.97264964	D2star	232.72781412067485	12	backbone
G000995475	G000996505	215.57241282	D2star	200.4422938817169	12	backbone
G001816585	G000997615	256.09153724	D2star	167.59854983868584	12	backbone
G001873625	G001772255	249.43538746	D2star	356.659806238492	12	backbone
G000992255	G001788755	263.90193086	D2star	192.08155204783213	12	backbone
G001782035	G001793475	201.39887175	D2star	139.21008353889678	12	backbone
G000990465	G000993565	274.05075495	D2star	277.1575930877903	12	backbone
G001789805	G001773695	208.32559192	D2star	131.68615177665447	12	backbone
G001790045	G001793345	208.68862806	D2star	190.0999101068196	12	backbone
G001787535	G000997185	221.14538444	D2star	284.04866095162964	12	backbone
G001000385	G000997405	60.17751896	D2star	55.75562482997937	12	backbone
G001792465	G001001365	212.2135924	D2star	106.37159584053684	12	backbone
G001772955	G001772625	196.72613437	D2star	179.36855682625946	12	backbone
G001772985	G001779345	219.01510412	us	211.16011	12	backbone
G001792585	G001816425	154.29028684	us	147.20998	12	backbone
G001004775	G001774395	258.57092764000004	us	255.62321	12	backbone
G001793755	G001782035	200.89073155	us	201.36278	12	backbone
G000999505	G001779735	243.21683813	us	249.46211	12	backbone
G001777025	G001793625	198.63852517	us	202.33794	12	backbone
G001772935	G001430885	271.86713804	us	272.7996	12	backbone
G000995715	G001000665	289.18445962	us	284.53522	12	backbone
G001784095	G001782495	107.78603166	us	109.473335	12	backbone
G001789775	G001789075	268.25879742	us	263.91913	12	backbone
G001004735	G001002525	272.6703247	us	282.2918	12	backbone
G001788215	G000992155	202.67062008	us	208.94582	12	backbone
G001771185	G001772855	260.82215761	us	270.43683	12	backbone
G000989305	G001773455	276.74162679	us	260.5824	12	backbone
G001872335	G000991725	112.17011197	us	99.66794	12	backbone
G001776815	G001567245	209.59950613	us	208.18993	12	backbone
